institutionCode,collectionCode,catalogNumber,occurrenceID,eventDate,decimalLongitude,decimalLatitude,scientificName,scientificNameID,occurrenceStatus,basisOfRecord
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,542,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 542,89-07-01,-124.04110546026504,44.61271024678128,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,543,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 543,89-07-01,-124.01343072218955,44.61717236838668,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,544,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 544,89-07-01,-124.0142481937959,44.604759636508966,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,545,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 545,89-07-01,-124.01973058637049,44.61704426830262,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,546,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 546,89-07-01,-124.03685057417556,44.61936580426108,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,547,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 547,89-07-01,-124.04110546026504,44.61271024678128,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,548,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 548,89-07-01,-124.01343072218955,44.61717236838668,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,549,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 549,89-07-01,-124.0142481937959,44.604759636508966,Rochefortia tumida,246818,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,550,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 550,89-07-01,-124.01973058637049,44.61704426830262,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,551,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 551,89-07-01,-124.03685057417556,44.61936580426108,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,552,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 552,89-07-01,-124.04110546026504,44.61271024678128,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,553,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 553,89-07-01,-124.01343072218955,44.61717236838668,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,554,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 554,89-07-01,-124.0142481937959,44.604759636508966,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,555,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 555,89-07-01,-124.01973058637049,44.61704426830262,Tharyx parvus,334924,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,556,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 556,89-07-01,-124.03685057417556,44.61936580426108,Tharyx parvus,334924,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,557,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 557,89-07-01,-124.04110546026504,44.61271024678128,Tharyx parvus,334924,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,558,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 558,89-07-01,-124.01343072218955,44.61717236838668,Tharyx parvus,334924,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,559,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 559,89-07-01,-124.0142481937959,44.604759636508966,Tharyx parvus,334924,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,560,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 560,89-07-01,-124.02130469931782,44.58172224402832,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,561,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 561,89-07-01,-124.0186389930472,44.6043514522591,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,562,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 562,89-07-01,-124.02383590337675,44.612533286563206,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,563,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 563,89-07-01,-124.01639468914685,44.62162027380882,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,564,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 564,89-07-01,-124.02130469931782,44.58172224402832,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,565,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 565,89-07-01,-124.0186389930472,44.6043514522591,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,566,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 566,89-07-01,-124.02383590337675,44.612533286563206,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,567,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 567,89-07-01,-124.01639468914685,44.62162027380882,Amaeana occidentalis,332917,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,568,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 568,89-07-01,-124.02130469931782,44.58172224402832,Cirratulidae,919,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,569,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 569,89-07-01,-124.0186389930472,44.6043514522591,Cirratulidae,919,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,570,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 570,89-07-01,-124.02383590337675,44.612533286563206,Cirratulidae,919,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,571,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 571,89-07-01,-124.01639468914685,44.62162027380882,Cirratulidae,919,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,572,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 572,89-07-01,-124.02130469931782,44.58172224402832,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,573,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 573,89-07-01,-124.0186389930472,44.6043514522591,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,574,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 574,89-07-01,-124.02383590337675,44.612533286563206,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,575,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 575,89-07-01,-124.01639468914685,44.62162027380882,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,576,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 576,89-07-01,-124.02130469931782,44.58172224402832,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,577,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 577,89-07-01,-124.0186389930472,44.6043514522591,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,578,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 578,89-07-01,-124.02383590337675,44.612533286563206,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,579,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 579,89-07-01,-124.01639468914685,44.62162027380882,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,580,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 580,89-07-01,-124.02130469931782,44.58172224402832,Diastylis santamariensis,181981,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,581,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 581,89-07-01,-124.0186389930472,44.6043514522591,Diastylis santamariensis,181981,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,582,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 582,89-07-01,-124.02383590337675,44.612533286563206,Diastylis santamariensis,181981,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,583,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 583,89-07-01,-124.01639468914685,44.62162027380882,Diastylis santamariensis,181981,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,584,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 584,89-07-01,-124.02130469931782,44.58172224402832,Gammaridea,1207,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,585,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 585,89-07-01,-124.0186389930472,44.6043514522591,Gammaridea,1207,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,586,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 586,89-07-01,-124.02383590337675,44.612533286563206,Gammaridea,1207,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,587,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 587,89-07-01,-124.01639468914685,44.62162027380882,Gammaridea,1207,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,588,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 588,89-07-01,-124.02130469931782,44.58172224402832,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,589,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 589,89-07-01,-124.0186389930472,44.6043514522591,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,590,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 590,89-07-01,-124.02383590337675,44.612533286563206,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,591,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 591,89-07-01,-124.01639468914685,44.62162027380882,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,592,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 592,89-07-01,-124.02130469931782,44.58172224402832,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,593,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 593,89-07-01,-124.0186389930472,44.6043514522591,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,594,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 594,89-07-01,-124.02383590337675,44.612533286563206,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,595,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 595,89-07-01,-124.01639468914685,44.62162027380882,Glycinde polygnatha,240626,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,596,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 596,89-07-01,-124.02130469931782,44.58172224402832,Leptochelia savignyi,136475,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,597,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 597,89-07-01,-124.0186389930472,44.6043514522591,Leptochelia savignyi,136475,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,598,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 598,89-07-01,-124.02383590337675,44.612533286563206,Leptochelia savignyi,136475,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,599,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 599,89-07-01,-124.01639468914685,44.62162027380882,Leptochelia savignyi,136475,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,600,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 600,89-07-01,-124.02130469931782,44.58172224402832,Lineidae,122314,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,601,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 601,89-07-01,-124.0186389930472,44.6043514522591,Lineidae,122314,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,602,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 602,89-07-01,-124.02383590337675,44.612533286563206,Lineidae,122314,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,603,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 603,89-07-01,-124.01639468914685,44.62162027380882,Lineidae,122314,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,604,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 604,89-07-01,-124.02130469931782,44.58172224402832,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,605,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 605,89-07-01,-124.0186389930472,44.6043514522591,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,606,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 606,89-07-01,-124.02383590337675,44.612533286563206,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,607,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 607,89-07-01,-124.01639468914685,44.62162027380882,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,608,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 608,89-07-01,-124.02130469931782,44.58172224402832,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,609,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 609,89-07-01,-124.0186389930472,44.6043514522591,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,610,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 610,89-07-01,-124.02383590337675,44.612533286563206,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,611,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 611,89-07-01,-124.01639468914685,44.62162027380882,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,612,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 612,89-07-01,-124.02130469931782,44.58172224402832,Monocorophium acherusicum,225814,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,613,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 613,89-07-01,-124.0186389930472,44.6043514522591,Monocorophium acherusicum,225814,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,614,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 614,89-07-01,-124.02383590337675,44.612533286563206,Monocorophium acherusicum,225814,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,615,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 615,89-07-01,-124.01639468914685,44.62162027380882,Monocorophium acherusicum,225814,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,616,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 616,89-07-01,-124.02130469931782,44.58172224402832,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,617,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 617,89-07-01,-124.0186389930472,44.6043514522591,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,618,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 618,89-07-01,-124.02383590337675,44.612533286563206,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,619,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 619,89-07-01,-124.01639468914685,44.62162027380882,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,620,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 620,89-07-01,-124.02130469931782,44.58172224402832,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,621,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 621,89-07-01,-124.0186389930472,44.6043514522591,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,622,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 622,89-07-01,-124.02383590337675,44.612533286563206,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,623,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 623,89-07-01,-124.01639468914685,44.62162027380882,Nippoleucon hinumensis,182361,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,624,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 624,89-07-01,-124.02130469931782,44.58172224402832,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,625,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 625,89-07-01,-124.0186389930472,44.6043514522591,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,626,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 626,89-07-01,-124.02383590337675,44.612533286563206,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,627,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 627,89-07-01,-124.01639468914685,44.62162027380882,Sphaerosyllis californiensis,332003,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,628,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 628,89-07-01,-124.04305892133802,44.62819473603898,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,629,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 629,89-07-01,-124.00779230275396,44.623479008149495,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,630,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 630,89-07-01,-124.03352705623418,44.61462460014359,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,631,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 631,89-07-01,-124.01147539435738,44.61780187437767,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,632,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 632,89-07-01,-124.04305892133802,44.62819473603898,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,633,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 633,89-07-01,-124.00779230275396,44.623479008149495,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,634,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 634,89-07-01,-124.03352705623418,44.61462460014359,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,635,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 635,89-07-01,-124.01147539435738,44.61780187437767,Clinocardium nuttalli,381980,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,636,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 636,89-07-01,-124.04305892133802,44.62819473603898,Dipolydora socialis,131124,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,637,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 637,89-07-01,-124.00779230275396,44.623479008149495,Dipolydora socialis,131124,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,638,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 638,89-07-01,-124.03352705623418,44.61462460014359,Dipolydora socialis,131124,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,639,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 639,89-07-01,-124.01147539435738,44.61780187437767,Dipolydora socialis,131124,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,640,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 640,89-07-01,-124.04305892133802,44.62819473603898,Edwardsia sipunculoides,158241,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,641,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 641,89-07-01,-124.00779230275396,44.623479008149495,Edwardsia sipunculoides,158241,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,642,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 642,89-07-01,-124.03352705623418,44.61462460014359,Edwardsia sipunculoides,158241,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,643,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 643,89-07-01,-124.01147539435738,44.61780187437767,Edwardsia sipunculoides,158241,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,644,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 644,89-07-01,-124.04305892133802,44.62819473603898,Macoma nasuta,582761,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,645,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 645,89-07-01,-124.00779230275396,44.623479008149495,Macoma nasuta,582761,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,646,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 646,89-07-01,-124.03352705623418,44.61462460014359,Macoma nasuta,582761,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,647,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 647,89-07-01,-124.01147539435738,44.61780187437767,Macoma nasuta,582761,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,648,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 648,89-07-01,-124.04305892133802,44.62819473603898,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,649,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 649,89-07-01,-124.00779230275396,44.623479008149495,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,650,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 650,89-07-01,-124.03352705623418,44.61462460014359,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,651,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 651,89-07-01,-124.01147539435738,44.61780187437767,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,652,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 652,89-07-01,-124.04305892133802,44.62819473603898,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,653,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 653,89-07-01,-124.00779230275396,44.623479008149495,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,654,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 654,89-07-01,-124.03352705623418,44.61462460014359,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,655,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 655,89-07-01,-124.01147539435738,44.61780187437767,Mediomastus californiensis,157483,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,656,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 656,89-07-01,-124.04305892133802,44.62819473603898,Micropodarke dubia,334017,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,657,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 657,89-07-01,-124.00779230275396,44.623479008149495,Micropodarke dubia,334017,present,HumanObservation
EPA,Combined Till99 & Yaq98 Ferraro Benthic Macrofauna,658,EPA - Combined Till99 & Yaq98 Ferraro Benthic Macrofauna - 658,89-07-01,-124.03352705623418,44.61462460014359,Micropodarke dubia,334017,present,HumanObservation
